'000006','2007-12-31',169268.00,0,0,0,0,0,0,0,0,0,0,347.32,1952.76,171568.00,190353.00,0,0,0,0,0,6165.10,15275.20,40262.00,252055.00,-80487.10,166.58,498.80,1.40,6187.19,147.97,0,7001.93,606.00,10.00,0,0,0,0,616.00,6385.94,4320.00,4320.00,251500.00,0,0.15,255820.00,132800.00,20866.80,0,650.53,154317.00,101503.00,0,27401.70,32319.00,59720.60,25169.30,0,0,630.84,2444.68,113.80,42.65,0,0,11.18,0,0,0,0,8237.53,-6992.21,-226.18,0,-175003.00,-28096.50,93181.00,0,0,0,-80487.10,0,0,0,59720.60,32319.00,0,0,27401.70
'000006','2007-09-30',140730.00,0,0,0,0,0,0,0,0,0,0,347.32,10104.80,151182.00,113819.00,0,0,0,0,0,3918.06,11745.40,23750.40,153233.00,-2051.00,4371.98,3516.02,8.98,0,0,0,7896.98,98.90,0,0,0,0,0,98.90,7798.08,0,0,186500.00,0,0,186500.00,105000.00,15298.40,0,26.63,120325.00,66175.00,0,71922.10,32319.00,104241.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104241.00,32319.00,0,0,71922.10
'000006','2007-06-30',23993.50,0,0,0,0,0,0,0,0,0,0,347.32,1173.14,25514.00,50242.10,0,0,0,0,0,2302.55,4078.99,3116.97,59740.60,-34226.60,4371.98,3516.02,8.98,0,0,0,7896.98,36.38,0,0,0,0,0,36.38,7860.60,0,0,80500.00,0,0,80500.00,55000.00,8875.71,0,26.63,63902.30,16597.70,0,-9768.35,0,0,7828.14,0,0,-2424.00,228.98,16.31,328.10,0,0,1.86,0,0,0,0,-73.06,-6276.93,1924.25,67.17,-31194.50,965.59,-5618.51,0,0,0,-34226.60,0,0,0,22550.60,32319.00,0,0,-9768.35
'000006','2007-03-31',11842.10,0,0,0,0,0,0,0,0,0,0,0,1452.05,13294.20,29086.10,0,0,0,0,0,1211.64,1367.88,1794.99,33460.60,-20166.40,0,0,0,0,0,0,0,42.52,10.00,0,0,0,0,52.52,-52.52,0,0,20000.00,0,0.14,20000.10,0,1697.01,0,0,1697.01,18303.10,0,-1915.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'000009','2007-12-31',223486.00,0,0,0,0,0,0,0,0,0,0,510.68,23344.40,247341.00,148672.00,0,0,0,0,0,15491.90,22117.40,70846.30,257127.00,-9786.58,172509.00,222.03,4284.77,4874.50,887.84,0,182778.00,7861.63,150120.00,0,715.75,859.81,0,159557.00,23221.50,665.98,0,173713.00,0,10.00,174389.00,174550.00,13747.50,0,0,188298.00,-13908.50,-222.26,-695.87,75842.00,75146.10,23038.90,10117.30,0,6380.93,5442.59,614.28,855.65,0,0,-2030.49,25.38,-1521.54,0,0,11336.10,-46716.90,-216.66,336.12,25807.40,23409.40,-66665.10,0,0,0,-9786.58,0,0,0,75146.10,75842.00,0,0,-695.87
'000009','2007-09-30',142164.00,0,0,0,0,0,0,0,0,0,0,564.59,61362.00,204090.00,106349.00,0,0,0,0,0,11964.00,15480.60,85601.40,219395.00,-15305.20,121702.00,13816.00,564.35,41.25,1102.81,0,137226.00,4723.68,116290.00,0,990.00,3773.31,0,125777.00,11449.40,0,0,93420.30,0,223.01,93643.30,75216.80,10139.40,0,681.35,86037.60,7605.73,-123.20,3626.82,78431.70,82058.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82058.50,78431.70,0,0,3626.82
'000009','2007-06-30',100633.00,0,0,0,0,0,0,0,0,0,0,147.65,24826.90,125607.00,75016.20,0,0,0,0,0,8669.10,11223.50,53602.80,148512.00,-22904.40,48785.90,5611.10,564.35,41.25,1187.72,0,56190.30,4549.67,50040.90,0,0,439.29,0,55029.90,1160.42,0,0,66578.90,0,0,66578.90,32434.60,6178.00,0,0,38612.60,27966.30,-80.21,6142.05,78431.70,84573.70,10869.10,0,0,-26.82,2786.99,336.06,174.40,0,0,-4.08,0.60,1081.55,0,0,6394.52,-27559.80,89.44,0,-5491.14,-5020.99,-6406.83,0,0,-127.48,-22904.40,0,0,0,84573.70,78431.70,0,0,6142.05
'000009','2007-03-31',37127.50,0,0,0,0,0,0,0,0,0,0,121.12,26775.20,64023.90,46952.00,0,0,0,0,0,4207.41,4476.32,24249.90,79885.60,-15861.70,20592.60,2202.34,2.98,0,981.69,0,23779.60,3105.89,16222.30,0,0,5195.65,0,24523.90,-744.23,0,0,27919.20,0,43.59,27962.70,10290.20,2234.66,0,40.47,12565.40,15397.40,-26.07,-1234.62,78336.40,77101.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77101.80,78336.40,0,0,-1234.62
'000004','2007-12-31',5264.78,0,0,0,0,0,0,0,0,0,0,50.03,5688.28,11003.10,3365.35,0,0,0,0,0,907.76,868.76,6556.44,11698.30,-695.22,0,0,3.54,0,2600.00,0,2603.54,309.25,0,0,0,0,0,309.25,2294.29,0,0,1650.00,0,3.63,1653.63,2440.00,175.40,0,4.75,2620.15,-966.52,0,632.56,5541.80,6174.36,-1000.20,0,0,439.08,396.60,79.04,4.80,0,0,-0.01,27.77,0,0,0,124.38,25.57,31.42,0,-493.75,-6708.40,6378.46,0,0,0,-695.22,0,0,0,6174.36,5541.80,0,0,632.56
'000004','2007-09-30',6309.53,0,0,0,0,0,0,0,0,0,0,39.31,5689.97,12038.80,2383.43,0,0,0,0,0,731.59,662.35,5623.42,9400.79,2638.02,0,0,3.54,0,0,0,3.54,147.20,0,0,0,0,0,147.20,-143.67,0,0,1150.00,0,0,1150.00,1640.00,129.48,0,0,1769.48,-619.48,0,1874.87,5541.80,7416.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7416.67,5541.80,0,0,1874.87
'000004','2007-06-30',5250.12,0,0,0,0,0,0,0,0,0,0,0,4098.96,9349.08,845.05,0,0,0,0,0,457.69,573.16,5862.81,7738.71,1610.37,0,0,0,0,0,0,0,41.09,0,0,0,2.88,0,43.97,-43.97,0,0,1150.00,0,1.38,1151.38,1640.00,86.07,0,0.30,1726.37,-574.99,0,991.41,5541.80,6533.21,-379.78,27.16,0,0,198.99,8.55,2.65,0,0,0,0,0,0,0,77.20,0,0,0,-402.34,1422.51,655.43,0,0,0,1610.37,0,0,0,6533.21,5541.80,0,0,991.41
'000004','2007-03-31',2404.47,0,0,0,0,0,0,0,0,0,0,0,194.85,2599.32,451.94,0,0,0,0,0,235.44,300.12,2435.70,3423.20,-823.88,0,0,1.30,0,0,0,1.30,23.17,0,0,0,0,0,23.17,-21.87,0,0,1150.00,0,0,1150.00,1640.00,43.45,0,-1.04,1682.41,-532.41,0,-1378.16,5541.80,4163.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163.64,5541.80,0,0,-1378.16
