'000007','2009-12-31',2916.97,0,0,0,0,0,626.85,310.78,0,0,0,0,0,4999.17,0,0,0,0,0,2043.97,0,0,0,29.42,10927.20,0,0,0,0,321.68,0,6696.45,15170.80,5221.97,9948.80,0,9948.80,0,0,0,0,0,0,10.43,0,1396.58,7001.26,0,24.77,0,25400.00,36327.20,17110.40,0,0,0,0,0,0,667.08,330.36,0,0,271.18,4247.02,7914.52,0,0,0,0,7905.41,0,0,0,0,0,0,0,0,0,0,253.00,1.91,38700.80,675.00,0,1415.47,0,981.24,0,0,0,3071.72,41772.60,18496.50,7753.94,0,0,899.89,0,0,-32994.50,0,0,-5844.15,398.75,-5445.40,36327.20
'000007','2009-09-30',7326.67,0,0,0,0,0,516.98,1407.48,0,0,0,0,0,6175.20,0,0,0,0,0,2048.22,0,0,0,64.25,17538.80,0,0,0,0,321.68,0,6761.71,0,0,0,0,9556.11,0,0,0,0,0,0,11.51,0,1396.58,6573.12,0,40.48,0,24661.20,42200.00,17172.70,0,0,0,0,0,0,835.00,334.19,0,0,211.38,4699.81,10662.40,0,0,0,0,5268.16,0,0,0,0,0,0,0,0,0,0,253.00,1.88,39438.50,825.00,0,1415.47,0,2844.30,0,0,0,5084.78,44523.30,18496.50,7753.94,0,0,899.89,0,0,-30076.10,0,0,-2925.76,602.45,-2323.31,42200.00
'000007','2009-06-30',16675.60,0,0,0,0,0,428.44,1397.07,0,0,0,0,0,5787.75,0,0,0,0,0,2039.87,0,0,0,70.36,26399.10,0,0,0,0,321.68,0,6828.85,14759.50,4933.31,9826.21,0,9826.21,0,0,0,0,0,0,12.92,0,1396.58,6714.75,0,40.48,0,25141.50,51540.60,26134.20,0,0,0,0,0,0,1000.52,346.20,0,0,210.69,4661.00,12566.80,0,0,0,0,5873.70,0,0,0,0,0,0,0,0,0,0,253.00,1.99,51048.10,900.00,0,1415.47,0,2844.30,0,0,0,5159.78,56207.90,18496.50,7753.94,0,0,899.89,0,0,-32431.30,0,0,-5280.90,613.61,-4667.29,51540.60
'000007','2009-03-31',19135.30,0,0,0,0,0,417.16,1147.74,0,0,0,0,0,5977.92,0,0,0,0,0,2040.97,0,0,0,70.79,28789.90,0,0,0,0,321.68,0,12453.00,0,0,0,0,9815.15,0,0,0,0,0,0,14.11,0,1396.58,7256.38,0,40.48,0,31297.40,60087.20,36389.30,0,0,0,0,0,0,1044.18,365.08,0,0,219.50,4181.64,14091.40,0,0,0,0,6677.12,0,0,0,0,0,0,0,0,0,0,253.00,2.22,63223.40,975.00,0,1415.47,0,3059.30,0,0,0,5449.78,68673.10,18496.50,7753.94,0,0,899.89,0,0,-36594.50,0,0,-9444.12,858.21,-8585.91,60087.20
'000008','2009-12-31',3171.08,0,0,8.26,0,0,0.25,1252.00,0,0,0,0,0,105.58,0,0,0,0,0,0,0,0,0,0,4537.17,0,0,0,0,0,0,3230.67,449.76,276.80,172.96,0,172.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3403.63,7940.80,0,0,0,0,0,0,0,131.63,0,0,0,0,259.17,0,0,0,0,0,217.38,0,0,0,0,0,0,0,0,0,0,0,0,608.18,0,0,0,0,0,0,0,0,0,608.18,7365.32,7208.79,0,0,447.90,0,0,-7689.39,0,0,7332.62,0,7332.62,7940.80
'000008','2009-09-30',2700.22,0,0,0,0,0,430.07,10.00,0,0,0,0,0,106.28,0,0,0,0,0,0,0,0,0,0,3246.57,0,0,0,0,1242.00,0,2909.28,0,0,0,0,534.67,0,0,0,0,0,0,0,0,0,0,0,0,0,4685.95,7932.51,0,0,0,0,0,0,0,124.67,0,0,0,0,168.15,0,0,0,0,0,252.34,0,0,0,0,0,0,0,0,0,0,0,0,545.15,0,0,0,0,0,0,0,0,0,545.15,7365.32,7208.79,0,0,447.90,0,0,-7634.65,0,0,7387.36,0,7387.36,7932.51
'000008','2009-06-30',2662.52,0,0,0,0,0,360.16,10.00,0,0,0,0,0,106.08,0,0,0,0,0,0,0,0,0,0,3138.76,0,0,0,0,1242.00,0,2938.50,1094.41,548.57,545.84,0,545.84,0,0,0,0,0,0,0,0,0,0,0,0,0,4726.33,7865.09,0,0,0,0,0,0,0,124.67,0,0,0,0,156.79,0,0,0,0,0,220.31,0,0,0,0,0,0,0,0,0,0,0,0,501.76,0,0,0,0,0,0,0,0,0,501.76,7365.32,7208.79,0,0,447.90,0,0,-7658.69,0,0,7363.32,0,7363.32,7865.09
'000008','2009-03-31',2643.62,0,0,3.27,0,0,355.22,1252.00,0,0,0,0,0,106.08,0,0,0,0,0,0,0,0,0,0,4360.18,0,0,0,0,0,0,2967.71,0,0,0,0,556.32,0,0,0,0,0,0,0,0,0,0,0,0,0,3524.03,7884.22,0,0,0,0,0,0,0,124.67,0,0,0,0,158.39,0,0,0,0,0,217.92,0,0,0,0,0,0,0,0,0,0,0,0,500.97,0,0,0,0,0,0,0,0,0,500.97,7365.32,7208.79,0,0,447.90,0,0,-7638.77,0,0,7383.24,0,7383.24,7884.22
'000009','2009-12-31',156316.00,0,0,9586.60,0,4309.83,31261.90,40931.40,0,0,0,0,0,55047.10,0,0,0,0,0,212734.00,0,0,688.15,0,510875.00,0,16632.00,120.55,0,57764.10,0,36922.70,125786.00,35180.00,90605.80,167.56,90438.20,2448.08,32.50,0,0,0,0,29115.90,293.07,1737.94,970.93,0,917.80,1932.12,239326.00,750201.00,42334.00,0,0,0,0,0,11347.10,56455.10,50876.50,0,0,2730.30,9398.95,160.93,23.39,0,0,0,79032.40,0,0,0,0,0,0,0,0,0,0,30700.00,0,283059.00,163089.00,0,2241.01,176.52,611.12,0,2455.11,58.67,168631.00,451690.00,109075.00,26357.40,0,0,10075.20,0,0,57000.00,0,-1407.51,201100.00,97410.70,298511.00,750201.00
'000009','2009-09-30',143835.00,0,0,29096.90,0,4999.65,28204.50,51753.50,0,0,0,0,0,46622.60,0,0,0,0,0,216231.00,0,0,0,0,520743.00,0,0,120.55,0,53997.30,0,33605.60,0,0,0,0,85726.30,5439.13,229.00,0,143.73,0,0,15105.80,208.04,1423.48,1162.94,0,780.50,2032.93,199975.00,720718.00,57433.00,0,0,0,0,0,10683.30,29821.60,122361.00,0,0,1511.10,-1803.57,1471.38,292.97,0,0,0,47579.90,0,0,0,0,0,0,0,0,0,0,4417.00,0,273768.00,160220.00,0,2228.58,225.60,0,0,164.31,148.00,162986.00,436755.00,109075.00,19666.90,0,0,9506.57,0,0,52135.90,0,-1022.27,189362.00,94601.60,283964.00,720718.00
