000001,2014-12-31,1.7332,1.73,1.73,1.74,11.4617,11.46,2.2163,4.5751,3.8211,0,0.9057,0,0.9711,81.4743,0,0,0,208.991,18.2338,1.092,35.7541,0,11.8959,-20.9285,0,0,-5482000000,15.12,16.35,19841000000,0,30.0112,16.8343,15.5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9891,0,3435.1784,1569.7027,0,0,48.3327,1669.7027,0,0,0.1743,94.0109,2186459000000,0,0.0116,1.2787,0.0123,0,0,0,0,486000000,207874000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2014-09-30,1.3737,1.37,1.37,1.38,11.093,11.09,-0.4472,4.5751,3.863,0,0.7319,0,0.7777,85.81,0,0,0,137.3667,12.3832,0.7319,38.0066,0,15.8184,-19.8718,0,0,-4123000000,12.38,13.16,15711000000,0,34.1826,33.5286,15.5603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9102,0,0,1591.9881,0,0,0,1691.9881,0,0,0,94.0898,2144358000000,0,-0.0024,-0.3255,-0.0025,0,0,0,0,472000000,200189000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2014-06-30,0.8816,0.88,0.88,0.88,10.5857,10.59,4.6761,4.3887,3.3709,0,0.4714,0,0.5001,84.6975,0,0,0,121.6904,11.4958,0.6507,38.4217,0,16.1765,-20.1155,0,0,-2681000000,8.33,8.62,10085000000,0,33.7405,32.1142,16.9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6607,0,3463.3448,1666.5578,0,0,47.6854,1766.5578,0,0,0.1634,94.3393,2136475000000,0,0.025,5.3042,0.0265,0,0,0,0,583000000,198848000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2014-03-31,0.5308,0.53,0.53,0.53,12.3205,12.32,6.3122,5.4511,3.678,0,0.241,0,0.2534,91.4766,0,0,0,53.0841,4.3086,0.241,41.6894,0,32.4026,-18.7995,0,0,-1259000000,4.31,4.41,5065000000,0,40.8192,32.1556,15.7821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5934,0,0,1687.8107,0,0,0,1787.8107,0,0,0,94.4066,2097102000000,0,0.0287,11.891,0.0304,0,0,0,0,596000000,194955000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2015-12-31,1.5281,1.56,1.56,1.56,11.2869,11.29,-0.1276,4.1462,3.6994,0,0.8721,0,0.9317,78.4221,0,0,0,184.3637,16.3344,1.0522,30.0479,0,13.4334,-23.1263,0,0,-6671000000,13.54,14.94,21902000000,0,10.4181,23.3305,14.6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4416,0,3373.0159,1452.4142,0,0,51.4673,1552.4142,0,0,0.191,93.5584,2507149000000,0,-0.0007,-0.0835,-0.0008,0,0,0,0,521000000,266166000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2015-09-30,1.2398,1.27,1.27,1.27,10.9819,10.98,6.4286,4.1462,4.1518,0,0.6826,0,0.7414,83.4265,0,0,0,123.9807,11.2896,0.6826,32.7538,0,13.1495,-21.6697,0,0,-5046000000,11.29,12.39,17754000000,0,13.0368,23.9869,21.2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0459,0,0,1554.0194,0,0,0,1654.0194,0,0,0,93.9541,2599060000000,0,0.0354,5.1852,0.0377,0,0,0,0,562000000,260022000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2015-06-30,0.8096,0.84,0.84,0.84,10.5447,10.54,12.756,4.1462,3.7217,0,0.4507,0,0.4871,82.997,0,0,0,111.1843,10.5441,0.6189,32.7794,0,13.7362,-22.1509,0,0,-3380000000,7.68,8.41,11591000000,0,15.0218,24.7561,20.3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8697,0,4088.8889,1603.6771,0,0,46.0444,1703.6771,0,0,0.1436,94.1303,2570508000000,0,0.071,15.755,0.0754,0,0,0,0,562000000,246137000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2015-03-31,0.4927,0.41,0.41,0.41,11.9654,9.97,1.0061,4.5751,4.3138,0,0.2442,0,0.2507,87.7729,0,0,0,49.2696,4.1177,0.2442,36.0263,0,6.1046,-21.1376,0,0,-1572000000,4.12,4.21,5637000000,0,11.3771,16.5422,9.9029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9313,0,0,1585.9602,0,0,0,1685.9602,0,0,0,94.0687,2304775000000,0,0.005,2.0421,0.0053,0,0,0,0,486000000,231094000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2013-12-31,1.858,1.86,1.86,1.85,13.6728,11.77,11.1834,6.3111,3.6552,0,0.8051,0,0.8708,79.072,0,0,0,229.9399,16.8173,0.9964,38.236,0,2.1557,-20.2844,0,0,-4065000000,13.59,16.57,15166000000,0,12.7322,32.1729,17.7527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9248,0,3034.1364,1587.8338,0,0,50.5197,1687.8338,0,0,0.1953,94.0752,1891741000000,0,0.0485,6.0189,0.0515,0,0,0,0,596000000,195667000000,0,0,0,0,0,0,45000000,12000000,0,0,0,0,0
000001,2013-09-30,1.4268,1.43,1.43,1.42,11.5785,11.58,12.2994,4.8096,3.7606,0,0.6303,0,0.6756,86.862,0,0,0,142.6801,12.3229,0.6303,40.9881,0,6.3438,-19.0835,0,0,-2936000000,12.32,12.96,11637000000,0,13.0488,16.1358,25.5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1149,0,0,1855.0736,0,0,0,1955.0736,0,0,0,94.8851,1855619000000,0,0.0543,8.6203,0.0573,0,0,0,0,508000000,140020000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2013-06-30,0.9187,0.92,0.92,0.92,11.1673,11.17,3.5133,4.9065,3.2525,0,0.4122,0,0.4387,90.6313,0,0,0,133.0062,11.9104,0.5968,42.2351,0,5.2695,-18.4131,0,0,-1824000000,8.23,8.52,7522000000,0,9.6285,14.6818,22.5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0105,0,2735.0463,1895.803,0,0,49.814,1995.803,0,0,0.1832,94.9895,1826998000000,0,0.0158,3.8242,0.0166,0,0,0,0,522000000,100381000000,0,0,0,0,0,0,0,0,0,0,0,0,0
000001,2013-03-31,0.7005,0.7,0.7,0.7,17.3244,17.33,2.7558,7.9063,5.2048,0,0.1982,0,0.21,93.6297,0,0,0,70.0518,4.0435,0.1982,43.6678,0,5.1081,-18.1221,0,0,-855000000,4.04,4.14,0,-100,2.6753,12.4137,32.4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9004,0,0,1940.637,0,0,0,2040.637,0,0,0,95.0996,1811249000000,0,0.0078,3.934,0.0082,0,0,0,0,522000000,102771000000,0,0,0,0,0,0,0,0,0,0,0,0,0
