'000008','2008-12-31',1082.31,0,0,0,0,0,0,0,0,0,0,0,86.92,1169.23,634.88,0,0,0,0,0,129.38,140.17,194.38,1098.80,70.43,9081.50,72.11,4.50,0,0,0,9158.12,200.75,9084.78,0,0,500.00,0,9785.52,-627.40,0,0,0,0,0,0,0,0,0,0,0,0,0,-556.97,4065.08,3508.11,74.80,0,0,2.07,140.20,0,0,0,0,-1.35,0,0,0,0,0,-72.11,0,0,0,-8.20,-64.98,0,0,0,70.43,0,0,0,3508.11,4065.08,0,0,-556.97
'000008','2008-09-30',696.04,0,0,0,0,0,0,0,0,0,0,0,5.66,701.70,786.03,0,0,0,0,0,99.29,122.69,78.88,1086.88,-385.18,12143.80,72.06,4.50,0,0,0,12220.40,0.75,12147.10,0,0,0,0,12147.80,72.55,0,0,0,0,0,0,0,0,0,0,0,0,0,-312.63,4065.08,3752.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752.45,4065.08,0,0,-312.63
'000008','2008-06-30',348.16,0,0,0,0,0,0,0,0,0,0,0,3.46,351.62,658.88,0,0,0,0,0,65.27,101.89,62.11,888.15,-536.53,6235.00,56.77,4.50,0,0,0,6296.27,0.75,6238.27,0,0,0,0,6239.02,57.25,0,0,0,0,0,0,0,0,0,0,0,0,0,-479.28,4065.08,3585.81,24.29,0,0,0,88.10,0,0,0,0,0,-1.35,0,0,0,0,-56.77,0,0,0,-498.61,-92.19,0,0,0,-536.53,0,0,0,3585.81,4065.08,0,0,-479.28
'000008','2008-03-31',187.75,0,0,0,0,0,0,0,0,0,0,0,1.71,189.46,529.04,0,0,0,0,0,31.10,60.05,32.03,652.22,-462.76,3207.24,34.27,4.50,0,0,0,3246.00,0.75,3207.24,0,0,0,0,3207.98,38.02,0,0,0,0,0,0,0,0,0,0,0,0,0,-424.74,4065.08,3640.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640.34,4065.08,0,0,-424.74
'000002','2008-12-31',4278330.00,0,0,0,0,0,0,0,0,0,0,0,147859.00,4426180.00,3021810.00,0,0,0,0,0,231945.00,786313.00,389535.00,4429600.00,-3415.18,104032.00,7641.46,568.78,354.77,29844.10,0,142442.00,21528.40,136621.00,0,268706.00,0,0,426855.00,-284414.00,47293.60,47293.60,1432600.00,575998.00,0,2055890.00,1169060.00,300196.00,17005.20,0,1469260.00,586634.00,-5627.00,293178.00,1704650.00,1997830.00,463987.00,0,0,126811.00,9416.90,0,1164.91,0,0,233.64,0,-1926.22,0,0,65725.30,-20941.10,-84542.30,-10410.00,-1240100.00,493832.00,270540.00,0,0,-77204.60,-3415.18,0,0,0,1997830.00,1704650.00,0,0,293178.00
'000002','2008-09-30',3199160.00,0,0,0,0,0,0,0,0,0,0,0,165591.00,3364750.00,2316390.00,0,0,0,0,0,193152.00,639348.00,414776.00,3563670.00,-198914.00,84405.00,3412.01,405.63,0,16954.20,0,105177.00,18435.90,25129.50,0,274654.00,0,0,318219.00,-213042.00,47225.70,0,1281450.00,0,585530.00,1914210.00,969765.00,238304.00,0,0,1208070.00,706136.00,-4588.44,289591.00,1704650.00,1994240.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994240.00,1704650.00,0,0,289591.00
'000002','2008-06-30',2195250.00,0,0,0,0,0,0,0,0,0,0,0,154651.00,2349910.00,1607980.00,0,0,0,0,0,185029.00,462447.00,243342.00,2498790.00,-148889.00,30.60,3242.65,341.26,0,12287.00,0,15901.50,22875.70,73127.30,0,176857.00,0,0,272860.00,-256958.00,35650.70,35650.70,1054550.00,0,0,1090200.00,661427.00,184291.00,11324.40,0,845719.00,244478.00,-6297.21,-167666.00,1704650.00,1536980.00,230667.00,0,0,976.81,3764.65,0,1307.92,0,0,32.59,0,301.67,0,0,20077.10,-2249.88,-31976.30,-8878.53,-918971.00,252711.00,303348.00,0,0,0,-148889.00,0,0,0,1536980.00,1704650.00,0,0,-167666.00
'000002','2008-03-31',898769.00,0,0,0,0,0,0,0,0,0,0,0,131182.00,1029950.00,804870.00,0,0,0,0,0,62767.30,193790.00,110520.00,1171950.00,-141996.00,0,0,9.92,0,4459.18,0,4469.10,3677.21,55048.50,0,108200.00,0,0,166926.00,-162457.00,33650.70,33650.70,348017.00,0,0,381668.00,174372.00,44216.80,5000.00,0,218589.00,163079.00,-668.15,-142042.00,1704650.00,1562610.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562610.00,1704650.00,0,0,-142042.00
'000006','2008-12-31',38363.60,0,0,0,0,0,0,0,0,0,0,18.79,1035.37,39417.80,151981.00,0,0,0,0,0,5072.14,11535.90,7240.88,175830.00,-136412.00,0,585.03,7.59,0,0,0,592.62,1476.39,0,0,0,0,0,1476.39,-883.78,0,0,157000.00,0,0,157000.00,36200.00,26639.50,0,979.57,63819.10,93180.90,-26.94,-44142.00,59720.60,15578.70,15021.10,0,0,20487.10,2152.11,0,106.10,0,0,1.28,0,0,0,0,7790.18,-996.59,-2916.80,0,-155004.00,50974.20,-74026.60,0,0,0,-136412.00,0,0,0,15578.70,59720.60,0,0,-44142.00
'000006','2008-09-30',17023.10,0,0,0,0,0,0,0,0,0,0,0,3564.89,20588.00,131423.00,0,0,0,0,0,4225.59,7981.46,9941.56,153571.00,-132983.00,0,553.68,5.33,0,0,0,559.01,1407.41,0,0,0,0,0,1407.41,-848.41,0,0,157500.00,0,0,157500.00,26200.00,20589.60,0,0,46789.60,110710.00,0,-23121.20,59720.60,36599.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36599.40,59720.60,0,0,-23121.20
'000006','2008-06-30',10577.70,0,0,0,0,0,0,0,0,0,0,0,2154.30,12732.00,116188.00,0,0,0,0,0,3363.22,7598.88,6936.67,134086.00,-121354.00,0,314.22,5.33,0,0,0,319.54,1364.18,0,0,0,0,0,1364.18,-1044.63,0,0,127000.00,0,0,127000.00,0,13795.30,0,0,13795.30,113205.00,0,-9194.29,59720.60,50526.40,23493.80,0,0,29.37,1041.60,0,50.91,0,0,-0.91,0,0,0,0,5057.70,-98.22,2401.58,0,-112801.00,25488.20,-66017.80,0,0,0,-121354.00,0,0,0,50526.40,59720.60,0,0,-9194.29
'000006','2008-03-31',3315.53,0,0,0,0,0,0,0,0,0,0,0,2139.41,5454.94,20855.00,0,0,0,0,0,2673.95,6601.58,4249.21,34379.70,-28924.80,0,0,7.34,0,0,0,7.34,1015.01,0,0,0,0,0,1015.01,-1007.67,0,0,56000.00,0,0,56000.00,0,4680.78,0,0,4680.78,51319.20,0,21386.80,59720.60,81107.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81107.40,59720.60,0,0,21386.80
'000007','2008-12-31',15561.90,0,0,0,0,0,0,0,0,0,0,0.36,3005.71,18567.90,3656.31,0,0,0,0,0,2726.53,1336.92,7026.65,14746.40,3821.50,3300.00,114.24,0,141.07,0,0,3555.31,424.87,0,0,0,0,0,424.87,3130.44,0,0,1200.00,0,0,1200.00,4956.54,1507.69,0,0,6464.23,-5264.23,0.68,1688.39,17898.40,19586.70,-6500.73,0,0,1035.83,1152.69,30.49,1492.70,0,0,24.22,0,0,0,0,4989.46,242.39,-20.19,0,43.08,2480.59,-1149.02,0,0,0,3821.50,0,0,0,19586.70,17898.40,0,0,1688.39
'000007','2008-09-30',12184.40,0,0,0,0,0,0,0,0,0,0,0,724.01,12908.40,3053.65,0,0,0,0,0,2317.41,905.33,7715.80,13992.20,-1083.76,0,113.53,0,3300.00,0,0,3413.53,761.44,0,0,0,0,0,761.44,2652.08,0,0,1200.00,0,33.80,1233.80,2969.72,335.29,0,0,3305.01,-2071.21,-0.10,-502.99,17898.40,17395.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17395.40,17898.40,0,0,-502.99
'000007','2008-06-30',8179.04,0,0,0,0,0,0,0,0,0,0,0,928.72,9107.76,2024.67,0,0,0,0,0,1556.21,605.78,4905.15,9091.81,15.96,0,113.53,0,3300.00,0,0,3413.53,404.75,0,0,0,0,0,404.75,3008.77,0,0,1200.00,0,23.85,1223.85,2744.72,335.29,0,0,3080.01,-1856.16,-0.08,1168.49,17898.40,19066.80,-1958.70,0,0,-26.29,1038.96,16.31,320.47,0,0,0,0,0,0,0,1787.15,-113.53,-0.75,0,29.90,1078.85,-2156.40,0,0,0,15.96,0,0,0,19066.80,17898.40,0,0,1168.49
'000007','2008-03-31',4675.77,0,0,0,0,0,0,0,0,0,0,0,1067.26,5743.03,842.30,0,0,0,0,0,740.56,425.62,2865.11,4873.59,869.45,0,0,0,0,0,0,0,339.08,0,0,0,0,0,339.08,-339.08,0,0,0,0,19.82,19.82,861.54,0,0,66.10,927.64,-907.82,0.39,-377.05,17898.40,17521.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17521.30,17898.40,0,0,-377.05
