'000006','2008-12-31',102174.00,102174.00,0,0,0,0,0,87251.30,32549.70,0,0,0,0,0,0,0,0,0,0,17928.40,2420.97,6453.14,7412.09,20487.10,0,996.59,168.65,0,0,0,0,0,15919.70,450.19,212.91,0,16157.00,1135.92,0,15021.10,15022.00,-0.87,0.30,0.30,0,0,0,0
'000006','2008-09-30',88390.50,88390.50,0,0,0,0,0,60092.00,29582.90,0,0,0,0,0,0,0,0,0,0,17144.50,1410.04,4012.18,7912.59,29.80,0,337.68,0,0,0,0,0,0,28636.20,30.29,148.39,0,28518.10,5062.96,0,23455.10,23542.60,-87.47,0.46,0.46,0,0,0,0
'000006','2008-06-30',81078.40,81078.40,0,0,0,0,0,52462.70,26449.50,0,0,0,0,0,0,0,0,0,0,17402.30,964.16,2730.91,4886.02,29.80,0,98.22,0,0,0,0,0,0,28713.90,26.05,135.08,0,28604.90,5111.11,0,23493.80,23564.00,-70.19,0.46,0.46,0,0,0,0
'000006','2008-03-31',70352.00,70352.00,0,0,0,0,0,42342.70,22316.50,0,0,0,0,0,0,0,0,0,0,15951.00,355.42,1487.63,2232.11,0,0,0,0,0,0,0,0,0,28009.30,7.62,9.12,0,28007.80,5056.77,0,22951.00,22990.50,-39.52,0.91,0.91,0,0,0,0
'000002','2008-12-31',4099180.00,4099180.00,0,0,0,0,0,3485570.00,2500530.00,0,0,0,0,0,0,0,0,0,0,453387.00,186035.00,153080.00,65725.30,126811.00,1926.22,20941.10,20973.60,0,0,0,0,0,636479.00,5745.51,9995.91,233.64,632229.00,168242.00,0,463987.00,403317.00,60669.90,0.37,0.37,0,0,0,0
'000002','2008-09-30',2254190.00,2254190.00,0,0,0,0,0,1887140.00,1341620.00,0,0,0,0,0,0,0,0,0,0,248004.00,113378.00,100371.00,27285.50,56483.60,1965.11,6814.16,7466.41,0,0,0,0,0,375833.00,4623.70,5414.60,94.58,375042.00,111610.00,0,263432.00,227654.00,35777.90,0.21,0.21,0,0,0,0
'000002','2008-06-30',1725500.00,1725500.00,0,0,0,0,0,1394700.00,1017140.00,0,0,0,0,0,0,0,0,0,0,203914.00,70918.30,81674.40,20077.10,976.81,-301.67,2249.88,2178.10,0,0,0,0,0,332748.00,4096.75,4049.05,32.59,332796.00,102129.00,0,230667.00,206106.00,24561.40,0.19,0.19,0,0,0,0
'000002','2008-03-31',640044.00,640044.00,0,0,0,0,0,536394.00,392591.00,0,0,0,0,0,0,0,0,0,0,64768.10,27841.40,37160.70,13308.90,723.98,-1532.20,697.32,697.32,0,0,0,0,0,102814.00,642.30,1173.88,0,102283.00,28109.80,0,74173.00,71813.30,2359.65,0.11,0.11,0,0,0,0
'000007','2008-12-31',15899.00,15899.00,0,0,0,0,0,21915.40,3471.98,0,0,0,0,0,0,0,0,0,0,763.71,5755.01,5967.05,4921.82,1035.83,0,-242.39,0,0,0,0,0,0,-6258.79,102.62,318.69,0,-6474.86,25.86,0,-6500.73,-6122.65,-378.08,-0.33,-0.33,0,0,0,0
'000007','2008-09-30',12194.40,12194.40,0,0,0,0,0,15259.90,2780.11,0,0,0,0,0,0,0,0,0,0,571.95,4500.21,4260.11,3127.55,19.98,0,113.53,0,0,0,0,0,0,-2951.98,48.82,279.16,0,-3182.32,49.81,0,-3232.12,-3206.85,-25.28,-0.17,-0.17,0,0,0,0
'000007','2008-06-30',8003.57,7841.58,0,0,0,0,161.99,9801.13,1866.71,0,0,0,0,0,0,0,0,0,82.97,423.39,2794.31,2666.75,1993.29,-26.29,0,113.53,0,0,0,0,0,0,-1684.03,23.98,271.55,0,-1931.60,27.10,0,-1958.70,-1880.95,-77.75,-0.10,-0.10,0,0,0,0
'000007','2008-03-31',4336.48,4336.48,0,0,0,0,0,5553.84,5553.84,0,0,0,0,0,0,0,0,0,0,192.49,1826.56,1475.68,912.64,73.21,0,113.53,0,0,0,0,0,0,-1103.83,14.38,2.20,0,-1091.66,16.99,0,-1108.65,-953.63,-155.02,-0.05,-0.05,0,0,0,0
'000010','2008-12-31',12021.60,12021.60,0,0,0,0,0,13059.00,7349.00,0,0,0,0,0,0,0,0,0,0,52.72,1252.05,2638.26,70.09,1696.85,-110.14,3206.11,0,0,0,0,0,0,2058.59,210.42,110.41,0,2158.60,324.02,0,1834.58,1581.54,253.04,0.11,0.11,0,0,0,0
