'000001','2013-12-31',5218900.00,4068800.00,9310200.00,5241400.00,1045600.00,1182100.00,136500.00,0,0,0,-16300.00,0,-16300.00,34700.00,10200.00,71100.00,15000.00,3223400.00,406500.00,2127900.00,689000.00,0,0,0,1995500.00,11100.00,2600.00,2004000.00,480900.00,0,1523100.00,2307700.00,3830800.00,152300.00,0,287600.00,0,3390900.00,0,0,87200.00,307400.00,2996300.00,1.86,1.86
'000001','2013-09-30',3734500.00,2905600.00,6748700.00,3843100.00,741500.00,828000.00,86500.00,0,0,0,-13400.00,0,-13400.00,89800.00,0,1700.00,9300.00,2203800.00,293600.00,1477600.00,432600.00,0,0,0,1530700.00,8600.00,800.00,1538500.00,368900.00,0,1169600.00,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.43
'000001','2013-06-30',2342600.00,1852800.00,4322600.00,2469800.00,437600.00,489100.00,51500.00,0,0,0,2300.00,0,2300.00,51000.00,1700.00,-7600.00,6500.00,1353200.00,182400.00,910600.00,260200.00,0,0,0,989400.00,1800.00,600.00,990600.00,237500.00,0,753100.00,2307700.00,3060800.00,0,0,0,0,3060800.00,0,0,87200.00,307400.00,2666200.00,0.92,0.92
'000001','2013-03-31',1080200.00,870700.00,2024600.00,1153900.00,180500.00,202900.00,22400.00,0,0,0,1500.00,0,1500.00,24000.00,0,2100.00,1400.00,608500.00,85500.00,418400.00,104600.00,0,0,0,471700.00,300.00,200.00,471800.00,112900.00,0,358900.00,0,0,0,0,0,0,0,0,0,0,0,0,0.70,0.70
'000010','2013-12-31',36238.40,36238.40,0,0,0,0,0,35056.80,25129.00,0,0,0,0,0,0,0,0,0,0,579.41,3217.73,5905.36,-342.30,567.53,0,0,0,0,0,0,0,0,1181.69,898.46,1129.42,5.43,950.74,569.66,0,381.08,314.01,67.07,0.01,0.01,0,381.08,314.01,67.07
'000010','2013-09-30',21149.90,21149.90,0,0,0,0,0,20976.30,14272.60,0,0,0,0,0,0,0,0,0,0,363.58,1735.97,4462.53,-25.67,167.29,0,0,0,0,0,0,0,0,173.58,769.97,60.45,0,883.10,511.61,0,371.50,882.00,-510.50,0.01,0.01,0,371.50,882.00,-510.50
'000010','2013-06-30',13908.90,13908.90,0,0,0,0,0,13836.90,9352.34,0,0,0,0,0,0,0,0,0,0,266.80,1128.96,2806.98,95.68,186.16,0,0,0,0,0,0,0,0,71.97,738.09,12.93,0.22,797.13,381.05,0,416.09,760.80,-344.71,0.01,0.01,0,416.09,760.80,-344.71
'000010','2013-03-31',1505.08,1505.08,0,0,0,0,0,2287.52,765.82,0,0,0,0,0,0,0,0,0,0,1.51,545.21,930.89,44.09,0,0,0,0,0,0,0,0,0,-782.44,0,2.38,0,-784.83,0,0,-784.83,-510.43,-274.40,-0.03,-0.03,0,-784.83,-510.43,-274.40
'000011','2013-12-31',161923.00,161923.00,0,0,0,0,0,120081.00,74484.70,0,0,0,0,0,0,0,0,0,0,31277.30,4021.98,10966.20,-633.47,-36.25,0,516.48,516.48,0,0,0,0,0,42358.60,244.53,309.71,8.86,42293.40,12209.40,0,30084.10,30084.10,0,0.50,0.50,-121.58,29962.50,29962.50,0
'000011','2013-09-30',148174.00,148174.00,0,0,0,0,0,102378.00,63561.80,0,0,0,0,0,0,0,0,0,0,30082.70,1417.50,7688.34,-496.39,124.24,0,517.80,517.80,0,0,0,0,0,46313.50,215.28,280.97,7.69,46247.80,10621.70,0,35626.10,35626.10,0,0.60,0.60,-44.35,35581.70,35581.70,0
'000011','2013-06-30',134819.00,134819.00,0,0,0,0,0,89348.70,55317.90,0,0,0,0,0,0,0,0,0,0,28396.50,736.78,5133.99,-359.51,123.07,0,439.01,439.01,0,0,0,0,0,45909.80,251.09,192.16,7.56,45968.70,10608.60,0,35360.10,35360.10,0,0.59,0.59,-70.43,35289.70,35289.70,0
'000011','2013-03-31',87643.20,87643.20,0,0,0,0,0,56555.00,34945.40,0,0,0,0,0,0,0,0,0,0,19069.00,237.05,2509.81,-206.27,0,0,164.10,164.10,0,0,0,0,0,31252.30,-6.77,-22.53,0.22,31268.10,7632.00,0,23636.10,23636.10,0,0.40,0.40,26.38,23662.40,23662.40,0
'000012','2013-12-31',773380.00,773380.00,0,0,0,0,0,679056.00,550130.00,0,0,0,0,0,0,0,0,0,0,4786.00,26739.50,67132.10,23832.20,6436.62,0,92737.60,30.50,0,0,0,0,0,187061.00,21668.80,15211.60,14079.00,193518.00,25986.40,0,167531.00,153593.00,13938.50,0.74,0.74,690.35,168222.00,154283.00,13938.50
'000012','2013-09-30',565165.00,565165.00,0,0,0,0,0,481308.00,398525.00,0,0,0,0,0,0,0,0,0,0,3539.71,19413.00,41528.80,18285.30,16.74,0,43.20,0,0,0,0,0,0,83899.60,9650.10,873.12,49.98,92676.50,19811.50,0,72865.00,62765.20,10099.80,0.30,0.30,-348.28,72516.70,62417.00,10099.80
'000012','2013-06-30',353697.00,353697.00,0,0,0,0,0,305174.00,251468.00,0,0,0,0,0,0,0,0,0,0,2323.58,12794.30,26401.40,11963.80,222.66,0,43.20,0,0,0,0,0,0,48566.20,4829.16,839.52,28.82,52555.90,11372.80,0,41183.00,35372.00,5811.08,0.17,0.17,-1026.92,40156.10,34345.10,5811.06
'000012','2013-03-31',145679.00,145679.00,0,0,0,0,0,130584.00,105072.00,0,0,0,0,0,0,0,0,0,0,1090.06,5837.77,12538.80,6120.20,-75.25,0,0,0,0,0,0,0,0,15095.70,3064.26,710.76,10.42,17449.20,4479.92,0,12969.30,10766.10,2203.18,0.05,0.05,-846.20,12123.10,9919.89,2203.18
'000005','2013-12-31',5206.17,5206.17,0,0,0,0,0,9186.35,3886.38,0,0,0,0,0,0,0,0,0,0,243.71,319.69,3387.88,764.83,583.86,0,-491.61,-491.61,0,0,0,0,0,-4471.78,341.16,103.85,0,-4234.48,0,0,-4234.48,-4234.48,0,-0.05,-0.05,-1552.31,-5786.79,-5786.79,0
'000005','2013-09-30',3202.56,3202.56,0,0,0,0,0,6112.04,2893.96,0,0,0,0,0,0,0,0,0,0,147.06,251.43,2413.06,406.53,0,0,0,0,0,0,0,0,0,-2909.48,15.66,6.19,0,-2900.01,0,0,-2900.01,-2900.01,0,-0.03,-0.03,0,-2900.01,-2900.01,0
'000005','2013-06-30',2208.47,2208.47,0,0,0,0,0,4462.12,2125.73,0,0,0,0,0,0,0,0,0,0,113.80,195.73,1684.98,341.88,0,0,0,0,0,0,0,0,0,-2253.65,14.15,6.19,0,-2245.69,0,0,-2245.69,-2245.69,0,-0.02,-0.02,0,-2245.69,-2245.69,0
